0.36048,0.9904,-16.066,78.074,8.206,45.647,13.207,29.662,7.4553,5.75,46.83,26.998,164.15,20.155,31.302,62.388,122.44,112.08,72.722,58.889,60.528,77.352,139.55,101.52,24.422,50.073,14.905,18.379,104.23,85.646
0.39325,1.0804,-19.217,85.172,8.9519,48.105,14.407,32.359,6.4422,6.2727,51.087,27.761,179.07,21.987,32.457,68.059,133.57,120.58,79.333,64.242,64.339,84.384,152.23,109.06,26.642,54.625,14.569,20.05,113.71,91.741
0.42602,1.1705,-22.651,92.27,9.6979,50.282,15.608,35.056,5.1472,6.7954,55.344,28.243,193.99,23.819,33.33,73.731,144.7,128.8,85.944,69.596,67.869,91.416,164.92,116.31,28.863,59.177,13.951,21.72,123.18,97.554
0.45879,1.2605,-26.366,99.367,10.444,52.178,16.808,37.752,3.5704,7.3182,59.602,28.443,208.91,25.651,33.921,79.402,155.84,136.73,92.555,74.949,71.117,98.448,177.6,123.29,31.083,63.729,13.052,23.391,132.66,103.09
0.49156,1.3505,-30.362,106.47,11.19,53.791,18.009,40.449,1.7118,7.8409,63.859,28.361,223.84,27.484,34.23,85.074,166.97,144.39,99.166,80.303,74.083,105.48,190.29,129.98,33.303,68.281,11.87,25.062,142.13,108.34
0.52433,1.4406,-34.641,113.56,11.936,55.122,19.21,43.145,-0.42856,8.3636,68.116,27.997,238.76,29.316,34.258,90.745,178.1,151.76,105.78,85.656,76.767,112.51,202.98,136.39,35.523,72.833,10.407,26.733,151.61,113.3
0.5571,1.5306,-39.202,120.66,12.682,56.172,20.41,45.842,-2.8508,8.8863,72.373,27.351,253.68,31.148,34.004,96.417,189.23,158.85,112.39,91.01,79.17,119.54,215.66,142.52,37.743,77.386,8.6622,28.404,161.09,117.99
0.58987,1.6207,-44.044,127.76,13.428,56.94,21.611,48.539,-5.5548,9.4091,76.631,26.424,268.6,32.98,33.467,102.09,200.36,165.65,119,96.363,81.291,126.58,228.35,148.37,39.964,81.938,6.6354,30.074,170.56,122.39
0.62264,1.7107,-49.168,134.86,14.174,57.426,22.811,51.235,-8.5407,9.9318,80.888,25.215,283.52,34.812,32.649,107.76,211.49,172.18,125.61,101.72,83.13,133.61,241.03,153.93,42.184,86.49,4.3268,31.745,180.04,126.52
0.65541,1.8007,-54.574,141.95,14.92,57.63,24.012,53.932,-11.808,10.455,85.145,23.724,298.45,36.645,31.55,113.43,222.62,178.42,132.22,107.07,84.687,140.64,253.72,159.22,44.404,91.042,1.7364,33.416,189.51,130.36
0.68818,1.8908,-60.262,149.05,15.666,57.553,25.213,56.628,-15.358,10.977,89.402,21.951,313.37,38.477,30.168,119.1,233.75,184.39,138.83,112.42,85.962,147.67,266.41,164.22,46.624,95.594,-1.1359,35.087,198.99,133.92
0.72095,1.9808,-66.231,156.15,16.412,57.194,26.413,59.325,-19.189,11.5,93.66,19.896,328.29,40.309,28.505,124.78,244.88,190.07,145.44,117.78,86.955,154.7,279.09,168.94,48.844,100.15,-4.2899,36.758,208.46,137.19
0.75372,2.0708,-72.483,163.25,17.158,56.552,27.614,62.022,-23.302,12.023,97.917,17.56,343.21,42.141,26.559,130.45,256.02,195.46,152.05,123.13,87.667,161.74,291.78,173.38,51.065,104.7,-7.7258,38.429,217.94,140.19
0.78649,2.1609,-79.016,170.34,17.904,55.629,28.814,64.718,-27.697,12.545,102.17,14.941,358.14,43.974,24.332,136.12,267.15,200.58,158.67,128.48,88.097,168.77,304.46,177.53,53.285,109.25,-11.444,40.099,227.41,142.9
0.81926,2.2509,-85.831,177.44,18.65,54.425,30.015,67.415,-32.374,13.068,106.43,12.041,373.06,45.806,21.824,141.79,278.28,205.42,165.28,133.84,88.245,175.8,317.15,181.41,55.505,113.8,-15.443,41.77,236.89,145.33
0.85203,2.3409,-92.928,184.54,19.396,52.938,31.216,70.111,-37.332,13.591,110.69,8.8591,387.98,47.638,19.033,147.46,289.41,209.97,171.89,139.19,88.111,182.83,329.84,185,57.725,118.35,-19.724,43.441,246.37,147.48
0.88481,2.431,-100.31,191.64,20.142,51.17,32.416,72.808,-42.573,14.114,114.95,5.3953,402.9,49.47,15.96,153.13,300.54,214.24,178.5,144.55,87.695,189.86,342.52,188.31,59.946,122.91,-24.287,45.112,255.84,149.35
0.91758,2.521,-107.97,198.73,20.888,49.119,33.617,75.504,-48.095,14.636,119.2,1.6497,417.83,51.303,12.606,158.8,311.67,218.23,185.11,149.9,86.998,196.9,355.21,191.34,62.166,127.46,-29.132,46.783,265.32,150.94
0.95035,2.6111,-115.91,205.83,21.634,46.787,34.817,78.201,-53.899,15.159,123.46,-2.3777,432.75,53.135,8.9701,164.48,322.8,221.94,191.72,155.25,86.019,203.93,367.89,194.09,64.386,132.01,-34.259,48.453,274.79,152.24
0.98312,2.7011,-124.13,212.93,22.38,44.173,36.018,80.898,-59.985,15.682,127.72,-6.6869,447.67,54.967,5.0522,170.15,333.93,225.36,198.33,160.61,84.758,210.96,380.58,196.55,66.606,136.56,-39.668,50.124,284.27,153.26
1.0159,2.7911,-132.64,220.03,23.126,41.278,37.219,83.594,-66.352,16.204,131.97,-11.278,462.59,56.799,0.85242,175.82,345.06,228.51,204.94,165.96,83.215,217.99,393.27,198.74,68.826,141.11,-45.358,51.795,293.74,154
1.0487,2.8812,-141.43,227.13,23.872,38.1,38.419,86.291,-73.002,16.727,136.23,-16.151,477.52,58.632,-3.6291,181.49,356.2,231.37,211.55,171.31,81.39,225.02,405.95,200.64,71.047,145.67,-51.33,53.466,303.22,154.46
1.0814,2.9712,-150.5,234.22,24.618,34.641,39.62,88.987,-79.933,17.25,140.49,-21.305,492.44,60.464,-8.3925,187.16,367.33,233.95,218.16,176.67,79.284,232.06,418.64,202.26,73.267,150.22,-57.584,55.137,312.69,154.64
1.1142,3.0612,-159.85,241.32,25.364,30.9,40.82,91.684,-87.146,17.773,144.75,-26.742,507.36,62.296,-13.438,192.83,378.46,236.25,224.78,182.02,76.895,239.09,431.32,203.6,75.487,154.77,-64.12,56.807,322.17,154.53
1.147,3.1513,-169.48,248.42,26.11,26.877,42.021,94.381,-94.641,18.295,149,-32.46,522.28,64.128,-18.765,198.51,389.59,238.27,231.39,187.37,74.225,246.12,444.01,204.65,77.707,159.32,-70.938,58.478,331.65,154.15
1.1797,3.2413,-179.4,255.52,26.856,22.572,43.222,97.077,-102.42,18.818,153.26,-38.46,537.2,65.96,-24.373,204.18,400.72,240,238,192.73,71.273,253.15,456.7,205.43,79.927,163.88,-78.037,60.149,341.12,153.48
1.2125,3.3313,-189.59,262.61,27.602,17.985,44.422,99.774,-110.48,19.341,157.52,-44.742,552.13,67.793,-30.264,209.85,411.85,241.45,244.61,198.08,68.039,260.18,469.38,205.92,82.148,168.43,-85.419,61.82,350.6,152.53
1.2453,3.4214,-200.07,269.71,28.348,13.117,45.623,102.47,-118.82,19.864,161.78,-51.306,567.05,69.625,-36.437,215.52,422.98,242.62,251.22,203.43,64.524,267.21,482.07,206.13,84.368,172.98,-93.082,63.491,360.07,151.3
1.2781,3.5114,-210.83,276.81,29.094,7.9667,46.823,105.17,-127.44,20.386,166.03,-58.152,581.97,71.457,-42.891,221.19,434.11,243.51,257.83,208.79,60.726,274.25,494.75,206.06,86.588,177.53,-101.03,65.161,369.55,149.78
1.3108,3.6015,-221.87,283.91,29.84,2.5346,48.024,107.86,-136.34,20.909,170.29,-65.279,596.89,73.289,-49.627,226.86,445.25,244.12,264.44,214.14,56.647,281.28,507.44,205.71,88.808,182.08,-109.25,66.832,379.02,147.99
1.3436,3.6915,-233.2,291,30.586,-3.1792,49.225,110.56,-145.53,21.432,174.55,-72.688,611.82,75.122,-56.645,232.54,456.38,244.45,271.05,219.49,52.286,288.31,520.13,205.07,91.028,186.64,-117.76,68.503,388.5,145.91
1.3764,3.7815,-244.8,298.1,31.332,-9.1749,50.425,113.26,-155,21.954,178.8,-80.379,626.74,76.954,-63.945,238.21,467.51,244.49,277.66,224.85,47.643,295.34,532.81,204.16,93.249,191.19,-126.55,70.174,397.98,143.55
1.4091,3.8716,-256.69,305.2,32.078,-15.452,51.626,115.95,-164.75,22.477,183.06,-88.352,641.66,78.786,-71.526,243.88,478.64,244.25,284.28,230.2,42.718,302.37,545.5,202.96,95.469,195.74,-135.62,71.845,407.45,140.91
1.4419,3.9616,-268.86,312.3,32.824,-22.012,52.826,118.65,-174.78,23,187.32,-96.607,656.58,80.618,-79.389,249.55,489.77,243.73,290.89,235.56,37.512,309.41,558.18,201.48,97.689,200.29,-144.98,73.515,416.93,137.99
1.4747,4.0516,-281.31,319.4,33.57,-28.853,54.027,121.35,-185.09,23.523,191.58,-105.14,671.51,82.451,-87.535,255.22,500.9,242.93,297.5,240.91,32.024,316.44,570.87,199.72,99.909,204.84,-154.61,75.186,426.4,134.78
1.5074,4.1417,-294.05,326.49,34.316,-35.976,55.228,124.04,-195.68,24.045,195.83,-113.96,686.43,84.283,-95.961,260.89,512.03,241.85,304.11,246.26,26.254,323.47,583.56,197.67,102.13,209.4,-164.53,76.857,435.88,131.29
1.5402,4.2317,-307.06,333.59,35.062,-43.38,56.428,126.74,-206.56,24.568,200.09,-123.06,701.35,86.115,-104.67,266.56,523.16,240.48,310.72,251.62,20.202,330.5,596.24,195.35,104.35,213.95,-174.73,78.528,445.35,127.53
1.573,4.3217,-320.36,340.69,35.808,-51.067,57.629,129.44,-217.72,25.091,204.35,-132.44,716.27,87.947,-113.66,272.24,534.29,238.84,317.33,256.97,13.868,337.53,608.93,192.74,106.57,218.5,-185.21,80.199,454.83,123.48
1.6058,4.4118,-333.94,347.79,36.554,-59.035,58.829,132.13,-229.16,25.614,208.61,-142.11,731.2,89.78,-122.93,277.91,545.43,236.91,323.94,262.32,7.2523,344.57,621.61,189.85,108.79,223.05,-195.98,81.869,464.3,119.14
1.6385,4.5018,-347.8,354.88,37.3,-67.286,60.03,134.83,-240.88,26.136,212.86,-152.05,746.12,91.612,-132.49,283.58,556.56,234.7,330.55,267.68,0.35494,351.6,634.3,186.68,111.01,227.6,-207.02,83.54,473.78,114.53
1.6713,4.5919,-361.94,361.98,38.046,-75.818,61.231,137.53,-252.89,26.659,217.12,-162.28,761.04,93.444,-142.32,289.25,567.69,232.21,337.16,273.03,-6.8243,358.63,646.99,183.23,113.23,232.16,-218.35,85.211,483.26,109.63
1.7041,4.6819,-376.36,369.08,38.792,-84.631,62.431,140.22,-265.17,27.182,221.38,-172.79,775.96,95.276,-152.44,294.92,578.82,229.43,343.77,278.38,-14.285,365.66,659.67,179.49,115.45,236.71,-229.96,86.882,492.73,104.46
1.7368,4.7719,-391.07,376.18,39.538,-93.727,63.632,142.92,-277.74,27.704,225.63,-183.58,790.88,97.108,-162.84,300.59,589.95,226.38,350.39,283.74,-22.028,372.69,672.36,175.48,117.67,241.26,-241.85,88.553,502.21,98.997
1.7696,4.862,-406.06,383.27,40.284,-103.1,64.832,145.62,-290.59,28.227,229.89,-194.65,805.81,98.941,-173.52,306.27,601.08,223.04,357,289.09,-30.053,379.73,685.04,171.18,119.89,245.81,-254.02,90.223,511.68,93.255
1.8024,4.952,-421.33,390.37,41.03,-112.76,66.033,148.31,-303.72,28.75,234.15,-206.01,820.73,100.77,-184.49,311.94,612.21,219.42,363.61,294.44,-38.359,386.76,697.73,166.6,122.11,250.37,-266.47,91.894,521.16,87.232
1.8352,5.042,-436.88,397.47,41.776,-122.7,67.234,151.01,-317.13,29.273,238.41,-217.64,835.65,102.61,-195.73,317.61,623.34,215.52,370.22,299.8,-46.947,393.79,710.42,161.74,124.33,254.92,-279.21,93.565,530.63,80.928
1.8679,5.1321,-452.71,404.57,42.522,-132.93,68.434,153.71,-330.83,29.795,242.66,-229.56,850.57,104.44,-207.26,323.28,634.47,211.33,376.83,305.15,-55.818,400.82,723.1,156.6,126.55,259.47,-292.23,95.236,540.11,74.341
1.9007,5.2221,-468.83,411.67,43.268,-143.43,69.635,156.4,-344.8,30.318,246.92,-241.76,865.5,106.27,-219.07,328.95,645.61,206.87,383.44,310.5,-64.969,407.85,735.79,151.17,128.77,264.02,-305.53,96.907,549.58,67.473
1.9335,5.3121,-485.22,418.76,44.014,-154.22,70.835,159.1,-359.06,30.841,251.18,-254.24,880.42,108.1,-231.16,334.62,656.74,202.12,390.05,315.86,-74.403,414.89,748.47,145.46,130.99,268.57,-319.11,98.577,559.06,60.322
